# This data was rendered from sleepdata.txt.
# It was processed in the live-sleep-analyzer
# Values represent::     ID,xDeriv,yDeriv,zDeriv
197,-3,10,5
198,6,-4,4
199,-3,7,-5
200,-4,4,-4
201,-8,-32,20
202,-8,4,-25
203,31,68,73
204,-13,-46,-63
205,12,21,-3
206,2,-9,-5
207,5,8,1
208,-10,-5,4
209,1,-9,-4
210,1,1,3
211,-3,6,5
212,-1,-1,-5
213,2,-4,2
214,0,3,-3
215,-1,0,3
216,3,0,-4
217,-2,1,1
218,2,-1,-1
219,0,1,1
220,-2,-1,2
221,0,1,-1
222,-1,1,2
223,1,-1,-1
224,-1,-1,-1
225,2,0,0
226,-1,0,2
227,0,0,-1
228,2,-1,2
229,-2,1,-2
230,-1,0,1
231,3,-2,-2
232,0,0,-3
233,-1,2,2
234,-1,0,1
235,1,0,1
236,-1,0,-1
237,1,-1,2
238,1,1,-2
239,-2,0,-1
240,1,-1,0
241,-3,1,3
242,3,0,0
243,-1,-2,-2
244,1,1,2
245,0,1,-2
246,-1,-2,0
247,2,2,1
248,-1,0,1
249,0,-1,1
250,2,0,-2
251,-2,1,-3
252,1,-1,-1
253,-1,1,3
254,0,0,0
255,-1,-1,0
256,2,1,2
257,-2,0,1
258,-1,0,-2
259,1,0,0
260,2,0,-3
261,0,-1,2
262,0,0,-1
263,0,1,1
264,-1,0,2
265,-1,0,-1
266,2,0,-3
267,0,0,4
268,-1,0,-2
269,1,0,1
270,-1,0,0
271,1,0,-1
272,-2,0,1
273,1,-1,1
274,0,1,-2
275,0,0,0
276,0,2,0
277,-1,-1,0
278,1,1,0
279,1,0,3
280,0,-2,-2
281,0,3,-3
282,-1,-3,3
283,-1,0,-2
284,2,0,0
285,-1,2,3
286,2,-2,0
287,-2,1,-3
288,1,-1,0
289,-3,2,2
290,1,-1,0
291,2,-1,-1
292,0,0,1
293,-2,3,0
294,2,-3,0
295,0,1,1
296,0,-1,-3
297,0,1,2
298,0,-1,0
299,0,0,1
300,-2,2,-2
301,1,-2,2
302,0,0,-1
303,1,0,-2
304,0,2,5
305,0,-2,-7
306,-1,1,4
307,1,-1,-2
308,-1,0,-2
309,1,0,4
310,0,0,0
311,0,2,-1
312,-2,-2,4
313,2,0,-6
314,0,2,0
315,-1,-2,4
316,1,0,-1
317,-2,1,-4
318,2,0,5
319,0,-1,-2
320,0,1,1
321,0,0,0
322,-1,-1,1
323,0,3,-1
324,1,-2,0
325,-2,0,-1
326,2,-1,1
327,0,1,-1
328,0,1,1
329,0,-2,-2
330,1,0,-5
331,-1,0,6
332,0,1,2
333,1,-1,-4
334,-1,0,4
335,1,2,-2
336,-1,-1,0
337,0,0,0
338,-3,-1,-2
339,4,0,1
340,-1,1,0
341,-1,1,4
342,0,-2,-4
343,0,1,-1
344,1,0,2
345,0,1,-1
346,-2,0,3
347,2,-2,-3
348,0,0,2
349,-1,3,-3
350,1,-1,5
351,-1,-2,-5
352,1,0,0
353,1,3,2
354,-1,-1,-1
355,-1,-2,0
356,0,2,0
357,1,-1,1
358,0,0,-1
359,-1,-1,1
360,0,0,-2
361,0,2,0
362,1,1,2
363,-1,-2,2
364,1,0,0
365,0,1,1
366,-1,-2,-3
367,-1,0,1
368,2,1,0
369,1,-1,-1
370,-1,1,0
371,0,0,-1
372,0,-1,0
373,-3,0,2
374,2,-1,-1
375,1,2,0
376,0,3,-1
377,-1,-3,-1
378,-1,-1,2
379,2,0,-1
380,0,1,2
381,0,-1,-2
382,1,1,-1
383,-1,-1,-1
384,-2,2,3
385,2,-1,1
386,0,-1,-3
387,0,2,3
388,1,0,-1
389,-2,-2,2
390,1,2,-2
391,-1,0,3
392,2,-3,-2
393,0,0,1
394,-1,2,-3
395,-1,0,0
396,1,0,1
397,0,-1,-1
398,0,1,0
399,-1,0,1
400,1,0,1
401,0,0,0
402,-1,-1,0
403,0,2,1
404,-1,1,-2
405,2,-1,0
406,0,-2,-1
407,0,1,0
408,0,0,3
409,-1,1,-2
410,0,-1,0
411,0,1,1
412,0,2,1
413,1,-4,-5
414,1,3,1
415,-1,-1,4
416,-1,0,-2
417,5,2,2
418,-8,-4,-8
419,1,-4,12
420,-1,-1,-7
421,2,-2,2
422,-2,2,-1
423,-2,2,-1
424,3,-2,1
425,0,2,0
426,3,1,0
427,-4,-1,0
428,3,0,2
429,-3,1,1
430,2,-2,-3
431,-1,3,4
432,2,1,-3
433,-1,-2,-4
434,2,1,1
435,-1,-1,1
436,0,1,3
437,-1,0,-2
438,0,-3,2
439,-1,3,-2
440,-2,-1,0
441,4,-1,-1
442,-2,2,4
443,1,-1,-1
444,-1,0,-1
445,1,0,-2
446,-2,-1,0
447,4,-2,0
448,-5,4,1
449,4,-1,2
450,-3,-4,-3
451,3,4,0
452,-1,-3,2
453,0,2,-1
454,1,-1,-1
455,1,2,2
456,-2,0,-1
457,0,1,-1
458,-1,-1,4
459,2,-2,-4
460,-3,2,1
461,1,0,2
462,1,0,-3
463,0,-1,1
464,-2,-1,3
465,1,1,-2
466,0,1,-1
467,-1,0,1
468,1,-3,0
469,0,3,-1
470,-1,1,-1
471,0,-1,2
472,2,-1,-2
473,0,1,2
474,0,-1,2
475,-2,0,-3
476,0,2,3
477,2,-2,-2
478,1,-1,2
479,-1,3,-4
480,0,-1,2
481,-2,0,-1
482,3,0,-1
483,-2,-1,0
484,1,1,1
485,-1,0,-1
486,1,0,0
487,1,1,0
488,-1,0,0
489,-1,-2,1
490,0,2,0
491,-2,-1,1
492,3,-2,0
493,-1,3,2
494,0,0,-2
495,1,-1,-1
496,-1,1,1
497,0,1,1
498,0,-2,-1
499,2,-1,-2
500,0,-2,3
501,-1,4,0
502,-1,0,0
503,2,0,0
504,-1,-2,-4
505,-1,2,3
506,1,-1,-1
507,-2,1,1
508,0,-1,-1
509,2,0,-3
510,-2,0,3
511,1,1,1
512,1,-1,0
513,-1,-1,-3
514,1,1,-2
515,0,2,5
516,0,-1,3
517,-3,1,-1
518,3,-2,-4
519,-3,0,-1
520,4,1,6
521,-2,-2,-4
522,2,1,-2
523,0,2,2
524,0,-2,2
525,-2,0,0
526,2,0,-3
527,-3,0,3
528,0,1,-2
529,2,-2,2
530,0,1,-1
531,1,-1,-1
532,-2,1,0
533,-1,0,-1
534,0,1,2
535,2,0,2
536,-2,0,-1
537,4,-2,-1
538,-3,2,-1
539,1,0,0
540,-1,-1,-1
541,0,1,1
542,1,-4,0
543,-1,5,-2
544,-1,-1,2
545,2,-1,2
546,-1,2,-2
547,1,-2,-1
548,0,1,0
549,-2,-1,1
550,1,0,-1
551,1,0,1
552,0,-1,2
553,0,0,-1
554,-1,-4,-2
555,-1,6,3
556,2,0,-2
557,0,-1,0
558,-2,0,-1
559,1,-2,-1
560,0,0,4
561,-2,4,-3
562,2,-2,2
563,1,1,0
564,-2,-1,-4
565,0,0,4
566,3,0,-1
567,-3,0,2
568,0,0,-4
569,2,2,2
570,0,-1,-1
571,-3,0,1
572,4,0,2
573,-2,0,1
574,3,-4,-1
575,-2,4,0
576,0,-1,-3
577,0,0,4
578,1,-1,-3
579,-1,2,0
580,-1,-1,2
581,0,0,-2
582,2,1,1
583,1,-1,-1
584,-2,0,2
585,2,-1,-5
586,-2,1,3
587,1,0,-2
588,1,1,2
589,-4,1,0
590,2,-1,-2
591,0,-1,7
592,1,-2,-5
593,0,1,2
594,0,0,-3
595,0,3,-1
596,-1,-2,3
597,-2,0,-3
598,-1,0,0
599,3,0,0
600,2,0,1
601,-3,0,1
602,2,1,0
603,-3,-1,-1
604,2,0,1
605,2,1,2
606,-2,1,-3
607,0,-3,2
608,0,1,0
609,2,2,1
610,-2,-2,-1
611,-1,-1,0
612,-2,1,1
613,2,0,-1
614,3,-1,-6
615,-1,2,7
616,0,-1,-4
617,-1,0,0
618,2,0,3
619,-2,-1,-3
620,0,1,3
621,1,-2,-2
622,-1,1,2
623,0,1,0
624,-2,0,-3
625,0,1,4
626,2,-1,0
627,-1,0,-1
628,0,0,0
629,2,4,0
630,1,6,-1
631,8,6,11
632,-6,-10,-8
633,5,8,3
634,-7,-31,-59
635,-19,-7,50
636,6,2,-4
637,13,24,16
638,10,22,-1
639,-4,-8,-11
640,-1,-14,-15
641,-5,-4,-1
642,-4,-11,1
643,-7,27,33
644,20,7,29
645,-10,-21,-49
646,0,2,5
647,1,0,-2
648,2,0,6
649,-2,1,-5
650,0,1,1
651,-1,2,-2
652,0,-3,2
653,1,0,2
654,0,-1,-1
655,0,1,-2
656,0,3,1
657,0,-4,1
658,-1,0,-1
659,2,2,0
660,-1,-1,0
661,0,1,-1
662,0,1,0
663,1,-1,2
664,-1,-2,-1
665,0,1,0
666,-1,0,-1
667,1,1,3
668,0,0,-2
669,-1,0,0
670,2,-2,0
671,-3,1,1
672,2,-2,-2
673,-1,2,3
674,1,-1,-3
675,1,1,1
676,-1,-1,3
677,0,-1,1
678,0,1,-4
679,0,1,-1
680,0,-1,-2
681,0,0,2
682,1,0,1
683,-1,0,-2
684,-1,2,1
685,0,-1,0
686,1,-1,1
687,0,0,2
688,0,1,-3
689,-1,1,0
690,1,-1,1
691,0,-1,-1
692,1,2,-1
693,-2,-2,1
694,1,1,0
695,0,1,2
696,1,-1,-2
697,-1,0,1
698,-1,0,0
699,1,-1,0
700,0,2,0
701,0,2,-1
702,0,-2,2
703,0,-1,-3
704,0,1,3
705,0,0,1
706,0,-2,-2
707,0,1,-2
708,0,-1,4
709,0,2,-1
710,-1,0,-1
711,1,1,0
712,0,-1,2
713,0,-1,-3
714,1,4,5
715,0,-4,-4
716,0,0,-1
717,-1,1,-2
718,1,0,4
719,-2,0,-1
720,-1,-1,1
721,2,-1,-1
722,0,1,0
723,-2,0,1
724,3,1,0
725,-1,3,-1
726,2,-4,1
727,-2,1,-1
728,-1,0,-2
729,1,-1,2
730,1,1,1
731,1,-2,-3
732,-2,2,3
733,0,0,-1
734,-1,0,-1
735,1,-2,1
736,0,3,0
737,-1,0,2
738,1,-2,-2
739,1,-1,-1
740,-1,3,2
741,0,-2,-3
742,0,1,3
743,0,0,1
744,0,-2,2
745,0,0,-6
746,0,2,2
747,0,0,0
748,0,2,1
749,0,-3,0
750,0,2,-1
751,0,-3,0
752,0,0,-1
753,-1,2,-1
754,1,-2,1
755,0,0,3
756,0,0,-3
757,0,1,0
758,0,1,1
759,1,1,-1
760,-2,0,0
761,2,-1,2
762,-1,-1,-2
763,0,-1,0
764,0,2,1
765,0,-2,-1
766,0,0,0
767,0,2,0
768,-1,-1,2
769,1,0,-2
770,-1,-1,-1
771,1,2,1
772,0,0,1
773,0,1,-1
774,0,-2,-2
775,0,0,3
776,-1,0,0
777,1,-1,1
778,0,1,-1
779,0,1,-2
780,2,0,0
781,-2,1,3
782,1,-3,-2
783,-3,3,0
784,2,-2,3
785,0,0,-2
786,1,-1,0
787,-1,1,-1
788,1,0,1
789,-1,1,-1
790,3,-2,-2
791,-4,2,4
792,1,-2,0
793,0,0,0
794,0,1,-4
795,0,1,3
796,1,0,-4
797,0,-2,4
798,-1,3,-1
799,0,-1,2
800,0,-1,-1
801,0,-1,0
802,0,0,-1
803,0,4,0
804,0,-4,0
805,0,3,1
806,0,1,1
807,-1,-3,-3
808,2,1,2
809,-2,0,-1
810,1,2,0
811,-1,0,-1
812,1,-3,2
813,0,0,-1
814,-1,1,-1
815,1,-1,0
816,1,-1,5
817,-1,0,-4
818,0,1,2
819,0,1,-2
820,0,-2,3
821,0,2,-1
822,0,1,-3
823,0,-2,2
824,0,4,0
825,1,-4,0
826,-1,0,-2
827,1,1,3
828,-1,-1,-3
829,-2,0,3
830,2,0,0
831,0,1,0
832,0,1,-1
833,1,-2,-2
834,-3,3,2
835,2,-4,1
836,0,1,0
837,0,1,-1
838,-1,1,0
839,-1,-2,0
840,1,-1,-2
841,1,5,3
842,-1,0,-3
843,0,-1,4
844,0,-2,-2
845,1,1,-1
846,-1,0,1
847,0,-3,-1
848,1,2,2
849,0,-1,-2
850,0,0,2
851,0,0,0
852,0,2,-2
853,0,0,1
854,0,-1,2
855,0,-1,-1
856,0,2,0
857,0,-1,-3
858,1,1,2
859,-1,-2,-1
860,-2,1,0
861,2,-2,-1
862,0,1,1
863,0,2,0
864,0,-2,-1
865,1,2,3
866,-1,-1,-3
867,0,-1,1
868,1,1,1
869,-1,0,1
870,-1,-1,-4
871,1,0,3
872,0,2,0
873,0,-1,-1
874,0,-1,1
875,0,1,3
876,0,0,-3
877,-1,0,-1
878,1,-2,-2
879,0,0,4
880,-1,3,0
881,1,-3,-2
882,0,1,0
883,-1,1,1
884,-1,-2,0
885,2,2,3
886,0,-1,-5
887,-1,1,0
888,1,-1,3
889,-1,3,0
890,0,-2,-2
891,0,-1,1
892,1,1,3
893,0,0,-5
894,0,-1,0
895,0,2,3
896,1,1,-1
897,-1,-4,1
898,0,0,0
899,0,2,-3
900,0,-1,5
901,0,0,-2
902,0,0,0
903,0,3,0
904,0,-4,-1
905,0,2,1
906,0,0,-3
907,0,-1,1
908,0,0,3
909,0,0,-4
910,1,1,0
911,-1,3,2
912,-1,-4,-2
913,1,-1,1
914,0,3,0
915,0,-1,1
916,0,-1,-5
917,0,0,5
918,0,0,1
919,0,0,-1
920,0,-1,1
921,0,2,-1
922,-1,3,0
923,1,-3,-1
924,0,-1,1
925,1,-1,-2
926,0,2,1
927,-1,-1,-1
928,0,1,1
929,0,1,2
930,2,0,-2
931,-2,0,2
932,1,-1,-1
933,0,-2,2
934,-2,3,-3
935,1,-1,0
936,-1,0,-1
937,1,0,-1
938,0,-1,2
939,0,1,-1
940,-1,1,4
941,1,-2,-2
942,0,1,0
943,-1,1,0
944,1,-1,-1
945,0,2,1
946,-4,-2,0
947,4,-2,1
948,0,2,1
949,-1,-1,-3
950,1,-1,1
951,0,4,0
952,0,-3,2
953,-1,2,-4
954,1,-2,2
955,-1,4,-2
956,1,-3,2
957,0,1,0
958,0,0,-2
959,1,-1,0
960,-1,1,4
961,1,-2,-4
962,-1,1,1
963,1,-2,1
964,2,3,0
965,-3,0,0
966,2,-2,-3
967,-1,2,3
968,-2,-1,-2
969,1,2,2
970,1,1,-1
971,-1,2,-1
972,1,-1,3
973,-1,0,-2
974,1,1,1
975,0,-1,3
976,-1,-1,-4
977,0,-2,-1
978,0,2,2
979,0,1,2
980,0,-4,-3
981,0,1,0
982,1,2,-1
983,1,-1,1
984,-1,3,2
985,1,-2,1
986,-1,0,-4
987,1,0,0
988,-2,1,4
989,0,-1,-3
990,2,-2,3
991,-2,2,-2
992,0,0,4
993,0,0,-4
994,2,0,1
995,0,-4,-1
996,0,6,3
997,-1,-1,-3
998,-1,1,0
999,0,-1,1
1000,0,0,-1
1001,1,-1,-2
1002,-1,2,2
1003,2,-2,0
1004,-2,-1,-2
1005,1,2,2
1006,-1,0,-2
1007,1,-3,2
1008,-1,2,0
1009,1,-1,0
1010,-1,2,1
1011,0,0,2
1012,1,-4,-5
1013,-1,3,2
1014,2,-1,-1
1015,1,1,-3
1016,-2,-1,4
1017,1,0,-1
1018,-1,2,0
1019,1,1,1
1020,-2,-3,0
1021,1,-1,0
1022,0,2,-3
1023,-1,-2,2
1024,0,2,1
1025,0,0,-1
1026,0,-1,0
1027,0,-1,1
1028,0,-2,-2
1029,0,2,3
1030,0,2,-2
1031,0,-1,1
1032,0,0,0
1033,0,0,-1
1034,0,0,0
1035,0,0,3
1036,2,0,0
1037,-1,-3,-3
1038,-1,1,-1
1039,1,1,3
1040,-1,0,-2
1041,0,1,2
1042,0,-1,-1
1043,0,-1,1
1044,0,0,-2
1045,0,0,3
1046,1,0,-5
1047,-1,-1,1
1048,-1,2,2
1049,1,-1,2
1050,1,2,1
1051,0,-4,-3
1052,-1,2,2
1053,0,1,-2
1054,0,3,0
1055,0,-1,-1
1056,0,-3,3
1057,1,3,-5
1058,0,-4,1
1059,0,1,5
1060,-1,1,-3
1061,1,0,2
1062,0,1,-3
1063,0,-1,-3
1064,0,0,3
1065,-1,3,3
1066,0,-2,-6
1067,2,0,5
1068,-3,1,-3
1069,2,-1,3
1070,-1,-2,-1
1071,-1,-1,-2
1072,1,1,1
1073,1,3,0
1074,-2,-1,-1
1075,1,1,1
1076,0,0,3
1077,0,-2,-2
1078,0,0,3
1079,0,0,-4
1080,0,2,5
1081,2,-4,-3
1082,-2,1,-3
1083,0,2,3
1084,-1,0,0
1085,2,1,-1
1086,-1,-3,1
1087,1,0,1
1088,-1,2,-4
1089,0,0,1
1090,0,-2,0
1091,1,2,1
1092,-1,-1,0
1093,0,1,-1
1094,1,1,-1
1095,-1,0,4
1096,1,-1,-2
1097,-1,-1,-2
1098,1,1,5
1099,-1,-3,-3
1100,-1,0,0
1101,1,0,0
1102,0,4,-2
1103,2,-3,1
1104,-2,0,0
1105,0,2,0
1106,0,-3,2
1107,0,0,-1
1108,-1,1,3
1109,1,-1,-2
1110,1,2,0
1111,-1,0,0
1112,0,1,-2
1113,-1,-3,-1
1114,1,1,1
1115,1,-1,-1
1116,-1,1,5
1117,0,0,-4
1118,0,2,-1
1119,-1,0,3
1120,2,-1,0
1121,-1,-1,-2
1122,0,2,1
1123,2,-4,-1
1124,0,1,0
1125,-2,3,-1
1126,1,-3,3
1127,-1,3,0
1128,0,-2,1
1129,1,2,0
1130,0,1,-2
1131,-1,-3,0
1132,0,1,2
1133,0,-1,-1
1134,1,0,-1
1135,-1,-1,0
1136,0,2,-1
1137,0,-2,0
1138,1,1,-1
1139,-1,2,2
1140,1,0,-1
1141,-1,2,2
1142,1,-1,-2
1143,-2,-3,1
1144,1,-1,0
1145,0,2,-3
1146,0,0,2
1147,1,-1,-1
1148,-1,1,-1
1149,1,0,5
1150,-1,1,1
1151,2,-4,-3
1152,-2,4,1
1153,0,-2,-4
1154,-2,3,2
1155,3,-3,0
1156,1,1,0
1157,-2,-1,1
1158,0,1,0
1159,-1,1,0
1160,1,-3,1
1161,2,4,0
1162,-1,-2,-1
1163,0,1,2
1164,-1,1,-1
1165,0,-2,-3
1166,0,2,2
1167,0,-3,-1
1168,1,3,-1
1169,1,-3,3
1170,-2,1,-3
1171,0,0,1
1172,0,1,4
1173,0,0,-3
1174,0,0,-2
1175,0,1,5
1176,1,-2,-3
1177,0,1,-1
1178,-1,0,0
1179,0,1,2
1180,0,-2,0
1181,2,0,1
1182,1,-1,-3
1183,-3,1,0
1184,0,0,1
1185,0,-2,1
1186,2,2,-4
1187,-2,0,0
1188,0,0,3
1189,0,0,0
1190,0,-2,-4
1191,1,1,2
1192,-1,2,0
1193,0,0,1
1194,0,-2,0
1195,0,2,1
1196,2,0,-1
1197,-2,3,-2
1198,0,-4,3
1199,0,1,0
1200,0,1,-3
1201,1,-2,2
1202,0,-1,-1
1203,-2,3,3
1204,1,-3,-2
1205,0,2,0
1206,0,-1,0
1207,1,0,2
1208,-1,-2,-1
1209,0,4,0
1210,0,1,1
1211,2,-3,2
1212,-1,-1,-3
1213,-1,1,1
1214,1,-1,-2
1215,-1,4,3
1216,1,-3,-1
1217,-1,1,-3
1218,2,0,1
1219,-1,0,2
1220,-1,0,1
1221,0,-2,-3
1222,0,1,0
1223,3,1,1
1224,-3,0,0
1225,0,-1,-2
1226,0,1,1
1227,2,-2,2
1228,-1,4,-1
1229,-1,-4,-2
1230,0,3,0
1231,0,-3,1
1232,0,2,-1
1233,-1,1,2
1234,1,-3,-1
1235,0,-1,3
1236,0,2,0
1237,1,1,-4
1238,0,1,3
1239,1,0,-2
1240,0,-4,-1
1241,-1,0,1
1242,-1,4,3
1243,-1,-3,-2
1244,2,2,2
1245,-1,1,-4
1246,0,-2,3
1247,1,-1,0
1248,0,2,-1
1249,-1,1,-1
1250,0,0,3
1251,1,-3,-4
1252,-1,0,1
1253,0,0,1
1254,0,2,0
1255,0,-2,1
1256,1,1,-3
1257,-1,3,2
1258,0,-3,0
1259,1,1,0
1260,0,-2,1
1261,-1,2,1
1262,0,0,-3
1263,0,0,2
1264,3,-2,-2
1265,-3,0,-1
1266,1,3,3
1267,-3,-1,0
1268,2,-3,-2
1269,0,1,2
1270,1,1,-1
1271,0,-1,1
1272,0,1,0
1273,-1,0,-4
1274,0,-1,2
1275,-1,1,1
1276,1,-1,0
1277,0,3,-2
1278,1,-2,2
1279,1,0,-2
1280,0,2,3
1281,-2,-3,-2
1282,0,1,3
1283,0,-1,-3
1284,0,2,2
1285,0,-1,-2
1286,1,0,2
1287,0,1,-1
1288,-1,2,2
1289,-1,-1,-1
1290,2,-2,3
1291,1,2,-3
1292,-2,-2,1
1293,0,1,-2
1294,-1,1,0
1295,3,-4,-2
1296,-2,4,1
1297,2,0,2
1298,0,-3,-2
1299,-3,2,1
1300,0,-1,-1
1301,1,1,2
1302,1,-1,-1
1303,-1,-2,1
1304,-1,3,1
1305,1,1,-5
1306,0,-2,4
1307,1,2,1
1308,-1,0,1
1309,1,-2,-4
1310,0,1,-1
1311,-1,-1,3
1312,0,0,-1
1313,2,0,1
1314,0,0,0
1315,-2,3,-1
1316,1,-2,-3
1317,1,1,6
1318,-2,1,-3
1319,1,-2,0
1320,-1,0,-1
1321,0,0,0
1322,0,-2,-3
1323,0,4,4
1324,-1,-1,0
1325,0,-2,-1
1326,1,-1,4
1327,0,2,-4
1328,0,0,2
1329,1,1,-2
1330,-1,-1,-1
1331,0,1,0
1332,-1,-2,2
1333,1,-1,-1
1334,0,0,0
1335,0,1,2
1336,1,0,-3
1337,-1,0,0
1338,0,0,0
1339,2,0,2
1340,-2,-1,1
1341,1,3,-3
1342,-1,-2,2
1343,1,-1,0
1344,-1,1,0
1345,0,-1,-1
1346,2,-1,1
1347,-2,3,-2
1348,1,0,3
1349,-1,-1,-3
1350,0,2,1
1351,1,-3,2
1352,-1,0,0
1353,2,1,-2
1354,-1,0,5
1355,-1,3,-1
1356,1,-4,-3
1357,-1,3,-2
1358,1,-2,1
1359,-1,-1,-1
1360,0,3,4
1361,2,-2,1
1362,0,-1,-2
1363,-2,-1,-3
1364,1,4,2
1365,0,-2,2
1366,-1,1,-1
1367,0,0,-2
1368,0,0,1
1369,0,-1,0
1370,-1,3,-2
1371,1,-1,3
1372,0,0,0
1373,0,-2,-1
1374,0,1,1
1375,1,-3,-1
1376,-1,2,-1
1377,0,3,6
1378,0,-1,-4
1379,0,-4,0
1380,5,5,7
1381,-6,-14,-12
1382,5,8,4
1383,-6,3,1
1384,2,1,-2
1385,-2,-2,1
1386,1,1,2
1387,1,-3,1
1388,0,0,-2
1389,-1,1,0
1390,1,1,-1
1391,0,-1,-1
1392,-1,3,2
1393,-1,1,-1
1394,1,-2,-2
1395,1,-1,2
1396,0,0,0
1397,0,0,0
1398,0,0,-2
1399,0,0,3
1400,-2,0,-2
1401,2,-1,1
1402,-1,2,-4
1403,-1,-1,4
1404,2,-2,0
1405,0,0,1
1406,-2,2,-1
1407,2,2,1
1408,0,-2,-1
1409,0,2,-2
1410,-1,-1,0
1411,0,-1,0
1412,-1,-1,1
1413,2,0,1
1414,-2,0,3
1415,0,0,-3
1416,2,1,0
1417,0,0,1
1418,-1,0,-1
1419,1,1,1
1420,-1,-2,-2
1421,0,1,1
1422,0,-1,-2
1423,0,0,1
1424,0,-1,2
1425,0,4,-1
1426,0,-1,0
1427,1,-2,1
1428,2,3,-2
1429,0,-4,-3
1430,-1,4,3
1431,0,-4,-4
1432,-1,0,5
1433,3,1,-3
1434,-2,0,-1
1435,3,3,0
1436,-3,0,3
1437,-1,-2,-2
1438,1,-2,-3
1439,-1,1,4
1440,2,0,-2
1441,0,1,-3
1442,0,1,0
1443,0,-3,5
1444,0,4,-2
1445,1,-4,-5
1446,-1,1,4
1447,0,2,4
1448,0,-1,0
1449,-2,1,-2
1450,0,0,-1
1451,2,-3,-3
1452,-2,3,3
1453,5,2,-4
1454,-3,-4,6
1455,-2,0,-5
1456,2,3,1
1457,-3,-1,7
1458,2,0,-1
1459,-1,-1,-8
1460,0,-2,7
1461,-1,2,0
1462,0,2,-1
1463,2,-1,-3
1464,-1,2,5
1465,-1,-3,1
1466,1,-1,-3
