# Sample Sleep Data 
# Values represent::     ID,xDeriv,yDeriv,zDeriv
423,-5,7,9
424,-4,9,7
425,-7,8,6
426,-6,8,7
427,-3,5,4
428,-7,8,10
429,-5,9,4
430,-6,8,8
431,-6,8,6
432,-8,7,5
433,-5,8,7
434,-4,8,4
435,-5,7,5
436,-7,8,6
437,-3,7,4
438,-6,11,7
439,-8,6,8
440,-5,8,6
441,-4,7,4
442,-5,8,5
443,-6,8,9
444,-5,5,-1
445,-6,10,10
446,-18,2,7
447,44,-2,11
448,5,-19,9
449,-82,52,-17
450,82,59,48
451,40,5,31
452,4,-4,35
453,18,19,9
454,15,7,7
455,10,12,4
456,7,14,1
457,12,13,3
458,17,11,0
459,9,11,-5
460,9,20,9
461,18,6,16
462,13,11,1
463,-4,3,2
464,23,21,-14
465,7,7,12
466,19,17,10
467,16,-6,6
468,15,19,-27
469,22,1,3
470,22,-7,2
471,9,27,0
472,12,0,3
473,-15,-55,9
474,32,36,-19
475,2,25,10
476,21,-7,-9
477,-14,25,8
478,46,3,20
479,9,31,16
480,21,14,6
481,36,61,39
482,32,20,17
483,7,7,3
484,8,5,0
485,4,10,8
486,8,11,8
487,8,8,5
488,7,13,7
489,6,9,5
490,6,11,5
491,5,12,6
492,7,10,8
493,5,12,6
494,6,11,5
495,6,10,5
496,6,10,5
497,7,12,10
498,6,11,5
499,6,11,5
500,7,13,8
501,6,11,9
502,6,11,6
503,6,9,6
504,7,11,8
505,5,10,6
506,5,13,3
507,7,9,7
508,5,11,8
509,6,9,9
510,6,11,7
511,8,10,8
512,6,12,8
513,6,11,4
514,6,12,5
515,6,11,8
516,6,13,5
517,6,11,8
518,7,11,7
519,6,8,6
520,6,10,5
521,8,10,5
522,6,11,6
523,7,11,7
524,7,9,6
525,6,9,8
526,6,12,7
527,7,11,6
528,8,10,7
529,6,11,7
530,6,11,8
531,6,10,8
532,6,10,6
533,7,11,9
534,7,8,6
535,6,10,8
536,5,10,8
537,6,13,7
538,7,11,7
539,8,12,1
540,9,11,6
541,9,11,3
542,6,10,9
543,6,7,9
544,7,11,3
545,6,11,7
546,9,14,6
547,7,12,4
548,4,13,7
549,6,11,6
550,7,9,8
551,6,10,8
552,5,11,10
553,7,11,5
554,6,10,7
555,6,11,6
556,6,9,7
557,6,12,8
558,7,9,8
559,6,9,6
560,6,10,6
561,7,8,6
562,6,14,8
563,6,10,5
564,6,7,6
565,6,9,7
566,7,11,6
567,7,9,7
568,8,11,8
569,7,9,7
570,6,14,5
571,7,11,7
572,6,10,5
573,6,11,6
574,8,11,7
575,7,10,8
576,6,12,7
577,7,13,8
578,8,11,7
579,7,12,6
580,7,10,6
581,6,10,8
582,7,10,5
583,6,10,8
584,7,11,7
585,7,11,8
586,10,11,5
587,6,12,7
588,7,10,6
589,7,12,6
590,9,13,2
591,10,11,5
592,7,12,-4
593,8,8,6
594,8,11,7
595,9,14,-1
596,11,12,5
597,4,7,-2
598,12,12,3
599,9,11,2
600,8,9,4
601,10,12,3
602,10,12,5
603,9,13,3
604,10,15,6
605,9,10,4
606,9,11,3
607,9,10,6
608,7,13,8
609,10,12,-2
610,9,7,2
611,7,11,5
612,9,10,9
613,5,10,4
614,8,12,7
615,6,10,5
616,7,10,9
617,6,9,9
618,7,9,7
619,5,10,5
620,6,10,6
621,9,12,4
622,7,11,8
623,8,12,4
624,6,11,6
625,6,10,8
626,7,9,7
627,7,9,6
628,6,10,5
629,6,10,5
630,2,20,11
631,8,9,3
632,7,13,6
633,5,12,7
634,-21,18,-31
635,79,-3,0
636,5,13,5
637,8,11,6
638,5,13,7
639,6,11,7
640,6,11,7
641,5,13,9
642,7,12,8
643,-7,13,12
644,-92,54,28
645,139,-204,56
646,49,-20,6
647,-18,32,3
648,-20,-87,-74
649,36,-3,-26
650,-4,-11,32
651,6,2,11
652,0,8,9
653,-5,6,12
654,-7,0,6
655,1,23,7
656,6,0,4
657,12,4,4
658,-2,-1,4
659,7,8,5
660,-4,5,6
661,8,-2,7
662,-22,-4,-4
663,4,-10,10
664,5,-4,10
665,4,5,3
666,7,-8,3
667,5,0,14
668,-4,3,-5
669,17,-1,15
670,0,5,9
671,-4,8,4
672,-15,6,9
673,-9,11,12
674,17,-2,16
675,-7,4,6
676,-2,8,5
677,-9,5,10
678,8,-4,9
679,7,-5,3
680,4,5,9
681,-2,10,8
682,-1,7,8
683,-1,-2,2
684,1,3,9
685,0,8,12
686,-6,12,8
687,1,1,-1
688,-1,8,3
689,-3,1,3
690,0,7,6
691,2,5,7
692,-3,5,4
693,-1,3,7
694,0,4,6
695,1,4,7
696,-2,6,5
697,0,6,7
698,1,5,6
699,-1,3,3
700,1,3,9
701,-1,7,5
702,-2,5,7
703,-1,6,5
704,-1,5,5
705,0,6,4
706,1,5,4
707,3,6,4
708,2,5,6
709,3,5,7
710,0,6,7
711,1,5,6
712,0,6,7
713,0,7,6
714,0,6,5
715,-1,6,5
716,-1,6,7
717,-1,3,7
718,0,6,8
719,-1,5,7
720,1,6,7
721,0,6,3
722,1,6,6
723,-2,7,5
724,-1,4,5
725,1,6,5
726,-1,4,3
727,0,6,8
728,-1,6,7
729,-1,7,5
730,0,6,5
731,0,6,7
732,0,5,7
733,0,6,8
734,2,7,6
735,-1,6,7
736,-1,5,8
737,-2,6,7
738,-1,6,3
739,0,7,6
740,-1,5,6
741,2,6,7
742,0,6,7
743,0,7,8
744,-1,6,8
745,-1,5,5
746,0,6,8
747,2,9,7
748,0,7,7
749,1,5,7
750,-2,7,6
751,0,5,8
752,0,5,7
753,-1,5,7
754,-1,6,9
755,0,5,5
756,-2,6,7
757,-1,6,4
758,0,6,5
759,-2,6,6
760,2,6,7
761,-1,5,4
762,-1,6,7
763,0,6,7
764,-1,7,8
765,1,6,4
766,0,6,6
767,-2,4,6
768,0,6,9
769,-2,6,5
770,-1,6,7
771,-1,7,8
772,-4,6,7
773,-2,5,8
774,-1,6,5
775,-2,7,5
776,-1,6,5
777,0,6,5
778,1,5,4
779,0,5,6
780,0,6,6
781,-1,6,6
782,0,6,4
783,0,7,8
784,0,6,8
785,1,5,5
786,-1,6,8
787,2,5,6
788,-1,7,7
789,1,7,3
790,0,6,8
791,-1,6,5
792,0,7,7
793,0,5,5
794,-1,6,6
795,1,6,4
796,-1,7,7
797,2,6,7
798,2,6,7
799,0,7,4
800,1,6,5
801,0,6,7
802,1,5,8
803,-2,5,5
804,0,7,7
805,0,6,4
806,0,5,5
807,1,7,6
808,1,6,6
809,0,6,5
810,1,6,5
811,0,6,7
812,0,5,6
813,0,7,8
814,-2,8,4
815,0,6,7
816,-2,5,4
817,0,6,7
818,0,5,8
819,-1,5,4
820,0,5,5
821,-1,6,6
822,-1,6,7
823,-1,6,7
824,-1,6,5
825,1,6,1
826,0,6,6
827,2,7,1
828,1,6,5
829,2,5,2
830,-1,7,7
831,2,6,8
832,0,6,6
833,-1,6,5
834,2,4,5
835,2,6,5
836,0,6,8
837,0,4,3
838,0,7,4
839,-1,5,6
840,-1,6,6
841,-1,7,6
842,1,7,8
843,0,5,5
844,0,7,5
845,-1,7,4
846,-4,7,5
847,0,5,4
848,0,6,7
849,1,7,6
850,2,4,6
851,-1,6,7
852,2,5,6
853,1,5,9
854,1,6,5
855,-1,6,8
856,0,5,6
857,0,7,5
858,-1,7,8
859,-2,5,5
860,1,7,7
861,1,6,6
862,1,7,6
863,-1,7,6
864,-1,6,5
865,1,7,7
866,0,7,5
867,1,6,8
868,0,7,7
869,-1,7,7
870,-1,7,4
871,-1,8,8
872,-2,6,5
873,-1,5,6
874,0,7,5
875,1,7,5
876,0,7,7
877,1,7,6
878,-2,7,7
879,-1,6,7
880,0,6,8
881,-1,7,4
882,-1,6,6
883,0,6,2
884,-1,6,7
885,0,7,4
886,0,8,6
887,1,6,8
888,0,6,6
889,0,6,4
890,1,7,6
891,-1,6,7
892,1,6,8
893,0,6,7
894,1,7,8
895,1,6,5
896,0,6,8
897,0,6,6
898,4,5,8
899,0,7,7
900,0,6,6
901,0,7,5
902,-1,6,8
903,-1,6,5
904,1,6,5
905,-1,9,4
906,-1,7,7
907,0,5,6
908,1,5,7
909,-1,6,6
910,-1,6,4
911,-1,6,6
912,0,7,7
913,1,7,7
914,-1,7,6
915,-2,7,7
916,0,7,7
917,-1,7,7
918,0,5,4
919,1,6,9
920,-1,6,7
921,0,5,9
922,2,7,10
923,0,7,7
924,-1,7,8
925,0,7,8
926,0,7,7
927,0,7,8
928,-1,7,6
929,0,6,4
930,0,5,3
931,0,7,5
932,0,6,7
933,0,4,7
934,0,6,6
935,-1,7,6
936,-2,6,4
937,-1,6,8
938,3,7,9
939,0,7,5
940,-1,7,5
941,0,5,7
942,-2,6,6
943,-3,6,4
944,1,6,5
945,1,6,4
946,-1,7,6
947,-1,7,6
948,-1,7,7
949,1,4,5
950,-1,7,4
951,-2,6,6
952,1,7,6
953,-2,6,3
954,1,6,6
955,0,6,6
956,-1,7,6
957,-1,7,8
958,-1,6,5
959,0,6,5
960,0,7,5
961,-3,7,3
962,0,5,5
963,0,7,7
964,-1,7,8
965,-1,6,6
966,0,7,6
967,0,7,8
968,2,6,4
969,2,7,5
970,1,7,7
971,2,8,8
972,-1,6,7
973,0,7,6
974,0,6,6
975,0,7,7
976,-1,7,6
977,-2,7,5
978,1,6,8
979,2,6,5
980,-1,7,8
981,0,7,6
982,2,6,7
983,0,7,5
984,-1,6,4
985,-1,6,7
986,0,6,6
987,0,7,5
988,0,7,5
989,0,6,9
990,1,6,5
991,1,7,5
992,0,6,6
993,-1,7,7
994,-1,7,4
995,0,7,6
996,0,6,9
997,-3,8,5
998,2,4,7
999,0,7,6
1000,0,6,8
1001,2,8,7
1002,0,7,6
1003,-1,7,4
1004,1,6,7
1005,-1,6,7
1006,2,5,8
1007,-1,7,6
1008,0,7,5
1009,0,7,6
1010,0,8,2
1011,0,6,5
1012,0,6,6
1013,1,6,4
1014,2,6,8
1015,2,7,5
1016,0,6,6
1017,-1,6,6
1018,-1,6,7
1019,0,5,7
1020,-1,6,5
1021,1,6,6
1022,0,6,5
1023,0,7,6
1024,-1,6,5
1025,0,7,7
1026,0,7,7
1027,0,7,8
1028,1,6,5
1029,0,7,6
1030,-1,7,6
1031,0,6,6
1032,0,7,6
1033,0,6,2
1034,2,6,8
1035,1,6,4
1036,0,6,7
1037,1,5,4
1038,0,7,1
1039,1,7,4
1040,0,7,6
1041,0,6,5
1042,-1,7,6
1043,-1,7,8
1044,0,6,3
1045,-1,6,5
1046,2,5,6
1047,-1,8,8
1048,0,6,8
1049,0,6,7
1050,-2,7,4
1051,0,6,7
1052,-1,6,7
1053,-2,7,7
1054,0,7,6
1055,-1,6,7
1056,-1,7,5
1057,2,6,6
1058,1,7,7
1059,0,7,7
1060,-1,6,6
1061,1,6,5
1062,-1,7,6
1063,-1,6,6
1064,0,7,8
1065,-1,6,6
1066,1,6,7
1067,0,7,7
1068,1,6,5
1069,1,5,7
1070,-2,7,7
1071,0,6,6
1072,2,5,7
1073,-1,7,7
1074,0,5,7
1075,1,5,8
1076,-1,7,9
1077,-1,6,4
1078,-1,6,8
1079,-2,7,5
1080,0,7,7
1081,-3,6,7
1082,0,7,7
1083,0,6,7
1084,-1,7,5
1085,0,7,6
1086,-2,7,5
1087,-1,6,8
1088,1,5,8
1089,1,7,5
1090,2,7,4
1091,1,6,6
1092,-1,7,6
1093,-2,6,5
1094,-1,7,7
1095,-1,6,2
1096,-1,6,6
1097,-1,6,7
1098,-1,7,8
1099,0,6,4
1100,-1,7,5
1101,1,6,6
1102,-1,6,5
1103,-1,7,6
1104,-2,6,3
1105,-1,6,5
1106,-1,6,8
1107,1,7,8
1108,0,6,8
1109,-1,7,7
1110,0,6,6
1111,-2,7,5
1112,-1,6,3
1113,0,5,5
1114,0,5,7
1115,1,6,6
1116,0,6,6
1117,-1,6,7
1118,2,8,5
1119,0,8,5
1120,0,6,6
1121,1,6,4
1122,-1,6,7
1123,1,5,7
1124,-1,7,5
1125,-2,7,7
1126,1,8,6
1127,-1,6,6
1128,-1,7,6
1129,-1,7,5
1130,1,6,9
1131,-1,6,3
1132,0,7,5
1133,1,5,8
1134,2,5,3
1135,2,5,7
1136,-1,6,8
1137,1,7,6
1138,0,7,8
1139,0,7,6
1140,-1,7,7
1141,-1,7,7
1142,0,6,5
1143,-1,6,6
1144,0,7,7
1145,0,6,4
1146,-2,6,6
1147,-1,7,7
1148,0,5,6
1149,0,7,5
1150,1,6,6
1151,0,6,7
1152,-1,7,7
1153,0,6,5
1154,1,6,8
1155,-2,7,4
1156,0,7,3
1157,1,5,6
1158,-1,6,4
1159,0,7,8
1160,-1,7,8
1161,-1,7,7
1162,-1,7,6
1163,-3,7,6
1164,0,5,5
1165,-2,7,4
1166,2,6,7
1167,0,6,8
1168,-2,5,4
1169,1,6,4
1170,-2,6,6
1171,-1,6,8
1172,-1,7,3
1173,-1,6,4
1174,-1,5,8
1175,-1,6,4
1176,-1,7,6
1177,0,4,7
1178,-3,7,6
1179,0,6,5
1180,-1,5,7
1181,-1,6,4
1182,0,6,5
1183,-1,6,8
1184,0,6,3
1185,-2,6,5
1186,-1,7,4
1187,0,6,5
1188,-1,6,6
1189,-1,6,6
1190,0,6,4
1191,-1,7,2
1192,0,7,6
1193,0,7,7
1194,0,6,5
1195,-2,6,5
1196,-1,6,7
1197,1,6,7
1198,-2,7,6
1199,0,7,8
1200,-2,6,4
1201,0,6,7
1202,-1,7,6
1203,0,5,5
1204,-2,7,5
1205,2,5,7
1206,0,5,6
1207,-2,6,4
1208,-2,6,8
1209,-1,6,5
1210,0,4,7
1211,-2,4,8
1212,-1,6,6
1213,-2,5,5
1214,-2,3,5
1215,0,4,4
1216,-1,5,8
1217,-1,7,2
1218,0,8,7
1219,-1,7,7
1220,-1,4,8
1221,-3,6,6
1222,4,5,1
1223,0,5,5
1224,-1,6,6
1225,0,6,5
1226,-2,6,8
1227,-1,5,5
1228,0,6,7
1229,-1,5,6
1230,0,5,4
1231,-1,6,5
1232,-2,5,5
1233,-2,6,6
1234,-1,6,4
1235,-1,5,5
1236,0,7,4
1237,-1,7,5
1238,-2,6,5
1239,0,6,9
1240,-1,6,8
1241,-1,5,5
1242,-1,4,7
1243,-1,6,6
1244,0,4,3
1245,0,5,6
1246,-1,6,8
1247,0,6,9
1248,-1,6,7
1249,-1,6,4
1250,-1,6,8
1251,-1,7,8
1252,-1,5,6
1253,-1,5,7
1254,0,6,8
1255,0,6,6
1256,-1,6,5
1257,0,5,5
1258,-2,6,4
1259,-2,6,7
1260,-1,6,6
1261,0,7,4
1262,0,6,4
1263,-1,6,5
1264,-2,6,4
1265,-1,6,8
1266,0,6,5
1267,0,6,5
1268,-1,6,6
1269,0,6,7
1270,-1,7,9
1271,0,7,6
1272,-2,7,5
1273,-2,6,5
1274,-1,6,8
1275,-1,7,4
1276,1,6,6
1277,1,8,5
1278,0,6,4
1279,-1,6,6
1280,1,5,5
1281,0,5,6
1282,0,7,4
1283,-1,7,5
1284,-3,7,6
1285,0,6,8
1286,-2,5,4
1287,0,6,3
1288,-1,6,6
1289,-1,5,6
1290,0,8,7
1291,-2,7,5
1292,-1,6,6
1293,0,6,7
1294,-2,6,5
1295,-1,6,7
1296,-1,7,7
1297,0,5,7
1298,1,4,5
1299,-2,7,4
1300,0,6,7
1301,-2,7,6
1302,-4,7,2
1303,-1,6,7
1304,-2,7,3
1305,0,5,4
1306,-1,6,6
1307,0,5,4
1308,-2,7,8
1309,-2,6,5
1310,-3,6,6
1311,-1,5,3
1312,-1,6,5
1313,0,6,6
1314,-1,6,6
1315,-1,6,6
1316,-1,5,5
1317,-2,4,6
1318,-2,7,7
1319,-1,6,5
1320,-2,6,4
1321,0,6,7
1322,-1,7,6
1323,-1,6,7
1324,-2,5,4
1325,-1,7,5
1326,-3,7,5
1327,-1,7,5
1328,-2,6,7
1329,0,7,6
1330,1,7,4
1331,-3,7,8
1332,-1,7,6
1333,-1,7,8
1334,1,5,4
1335,0,6,4
1336,0,7,5
1337,-2,5,7
1338,-1,6,5
1339,-2,6,7
1340,-1,7,6
1341,-2,6,5
1342,-1,5,7
1343,0,7,6
1344,-1,7,6
1345,-1,7,6
1346,-2,6,6
1347,-1,6,5
1348,-1,4,2
1349,-1,6,7
1350,2,5,7
1351,-2,6,7
1352,-2,7,5
1353,-1,6,4
1354,0,6,5
1355,-1,6,8
1356,-1,6,6
1357,-1,6,7
1358,-1,6,6
1359,-3,7,9
1360,-1,7,7
1361,-3,7,6
1362,-1,7,6
1363,-2,6,6
1364,0,6,5
1365,-1,6,6
1366,-2,6,4
1367,0,6,5
1368,-1,6,4
1369,-2,6,6
1370,-2,6,4
1371,0,5,5
1372,0,7,7
1373,-1,6,9
1374,-2,6,6
1375,-2,7,5
1376,-4,5,9
1377,0,6,9
1378,-1,7,7
1379,0,4,3
1380,-2,5,7
1381,0,5,5
1382,1,5,8
1383,0,6,3
1384,-1,7,6
1385,-3,8,7
1386,-2,5,5
1387,1,6,6
1388,-2,6,5
1389,0,6,9
1390,-2,7,4
1391,0,6,3
1392,-1,7,5
1393,-2,7,8
1394,1,6,4
1395,-1,7,6
1396,-1,6,5
1397,-1,7,8
1398,0,7,8
1399,-1,6,3
1400,-2,6,7
1401,0,6,6
1402,-2,6,6
1403,-1,6,6
1404,0,5,9
1405,-1,6,4
1406,-1,7,5
1407,0,5,5
1408,-1,7,6
1409,-1,7,8
1410,-1,6,5
1411,0,6,7
1412,-1,7,8
1413,-1,6,6
1414,-1,5,4
1415,0,6,7
1416,0,7,6
1417,-1,5,4
1418,-2,6,8
1419,-1,4,2
1420,-1,6,5
1421,-1,6,7
1422,-1,7,5
1423,-1,5,7
1424,-1,6,7
1425,-1,5,4
1426,-2,6,9
1427,-1,5,5
1428,1,5,5
1429,-1,6,6
1430,-3,7,5
1431,-1,7,3
1432,-3,6,5
1433,3,7,7
1434,1,19,4
1435,15,18,5
1436,0,9,6
1437,2,20,7
1438,0,-21,2
1439,-17,27,4
1440,-10,5,9
1441,-20,6,3
1442,12,-1,13
1443,-1,3,9
1444,15,48,13
1445,8,3,4
1446,15,48,2
1447,3,2,2
1448,-2,-6,1
1449,6,10,4
1450,0,1,8
1451,4,5,7
1452,4,6,8
1453,1,6,4
1454,1,4,6
1455,3,7,8
1456,3,7,6
1457,1,5,7
1458,1,6,3
1459,3,5,6
1460,4,4,5
1461,1,6,5
1462,4,5,6
1463,1,6,6
1464,1,5,6
1465,2,6,7
1466,3,4,6
1467,1,6,8
1468,2,7,8
1469,5,6,5
1470,3,5,4
1471,2,7,6
1472,0,6,8
1473,2,6,5
1474,3,7,7
1475,2,7,8
1476,4,6,4
1477,5,6,4
1478,1,6,7
1479,2,6,4
1480,1,7,5
1481,3,6,6
1482,1,6,5
1483,2,5,4
1484,1,7,4
1485,2,6,5
1486,1,7,5
1487,1,7,3
1488,2,7,6
1489,3,5,6
1490,2,6,5
1491,2,6,5
1492,2,5,9
1493,2,6,8
1494,5,6,6
1495,3,5,5
1496,1,6,6
1497,2,6,7
1498,3,6,8
1499,3,7,4
1500,2,6,3
1501,1,7,8
1502,2,7,5
1503,5,6,7
1504,2,6,7
1505,2,7,6
1506,4,6,5
1507,4,7,8
1508,3,7,7
1509,3,6,7
1510,2,7,7
1511,4,6,8
1512,1,6,6
1513,3,5,5
1514,3,6,5
1515,4,7,6
1516,2,6,7
1517,1,6,2
1518,5,6,8
1519,2,7,4
1520,1,7,8
1521,1,6,4
1522,3,7,5
1523,3,6,7
1524,3,4,8
1525,5,6,6
1526,2,7,5
1527,4,6,7
1528,4,4,5
1529,2,5,4
1530,2,7,5
1531,2,7,8
1532,1,7,4
1533,3,6,4
1534,2,6,6
1535,3,4,4
1536,2,6,3
1537,2,7,7
1538,4,5,5
1539,2,6,5
1540,4,9,8
1541,2,6,8
1542,3,0,7
1543,3,6,2
1544,2,5,7
1545,2,7,7
1546,3,7,5
1547,3,6,5
1548,1,6,5
1549,2,6,7
1550,4,6,5
1551,3,6,6
1552,3,5,4
1553,2,6,4
1554,2,5,5
1555,1,7,6
1556,2,6,4
1557,2,7,7
1558,3,6,6
