# this file's ids were sanitized by the sleep-analyzer
# Values represent::     ID,xDeriv,yDeriv,zDeriv
193,-51,68,6
194,-47,71,10
195,-45,73,4
196,-48,83,9
197,-42,79,13
198,-45,86,8
199,-49,90,4
200,-57,58,24
201,-65,62,-1
202,-34,130,72
203,-47,84,9
204,-35,105,6
205,-33,96,1
206,-28,104,2
207,-38,99,6
208,-37,90,2
209,-36,91,5
210,-39,97,10
211,-40,96,5
212,-38,92,7
213,-38,95,4
214,-39,95,7
215,-36,95,3
216,-38,96,4
217,-36,95,3
218,-36,96,4
219,-38,95,6
220,-38,96,5
221,-39,97,7
222,-38,96,6
223,-39,95,5
224,-37,95,5
225,-38,95,7
226,-38,95,6
227,-36,94,8
228,-38,95,6
229,-39,95,7
230,-36,93,5
231,-36,93,2
232,-37,95,4
233,-38,95,5
234,-37,95,6
235,-38,95,5
236,-37,94,7
237,-36,95,5
238,-38,95,4
239,-37,94,4
240,-40,95,7
241,-37,95,7
242,-38,93,5
243,-37,94,7
244,-37,95,5
245,-38,93,5
246,-36,95,6
247,-37,95,7
248,-37,94,8
249,-35,94,6
250,-37,95,3
251,-36,94,2
252,-37,95,5
253,-37,95,5
254,-38,94,5
255,-36,95,7
256,-38,95,8
257,-39,95,6
258,-38,95,6
259,-36,95,3
260,-36,94,5
261,-36,94,4
262,-36,95,5
263,-37,95,7
264,-38,95,6
265,-36,95,3
266,-36,95,7
267,-37,95,5
268,-36,95,6
269,-37,95,6
270,-36,95,5
271,-38,95,6
272,-37,94,7
273,-37,95,5
274,-37,95,5
275,-37,97,5
276,-38,96,5
277,-37,97,5
278,-36,97,8
279,-36,95,6
280,-36,98,3
281,-37,95,6
282,-38,95,4
283,-36,95,4
284,-37,97,7
285,-35,95,7
286,-37,96,4
287,-36,95,4
288,-39,97,6
289,-38,96,6
290,-36,95,5
291,-36,95,6
292,-38,98,6
293,-36,95,6
294,-36,96,7
295,-36,95,4
296,-36,96,6
297,-36,95,6
298,-36,95,7
299,-38,97,5
300,-37,95,7
301,-37,95,6
302,-36,95,4
303,-36,97,9
304,-36,95,2
305,-37,96,6
306,-36,95,4
307,-37,95,2
308,-36,95,6
309,-36,95,6
310,-36,97,5
311,-38,95,9
312,-36,95,3
313,-36,97,3
314,-37,95,7
315,-36,95,6
316,-38,96,2
317,-36,96,7
318,-36,95,5
319,-36,96,6
320,-36,96,6
321,-37,95,7
322,-37,98,6
323,-36,96,6
324,-38,96,5
325,-36,95,6
326,-36,96,5
327,-36,97,6
328,-36,95,4
329,-35,95,-1
330,-36,95,5
331,-36,96,7
332,-35,95,3
333,-36,95,7
334,-35,97,5
335,-36,96,5
336,-36,96,5
337,-39,95,3
338,-35,95,4
339,-36,96,4
340,-37,97,8
341,-37,95,4
342,-37,96,3
343,-36,96,5
344,-36,97,4
345,-38,97,7
346,-36,95,4
347,-36,95,6
348,-37,98,3
349,-36,97,8
350,-37,95,3
351,-36,95,3
352,-35,98,5
353,-36,97,4
354,-37,95,4
355,-37,97,4
356,-36,96,5
357,-36,96,4
358,-37,95,5
359,-37,95,3
360,-37,97,3
361,-36,98,5
362,-37,96,7
363,-36,96,7
364,-36,97,8
365,-37,95,5
366,-38,95,6
367,-36,96,6
368,-35,95,5
369,-36,96,5
370,-36,96,4
371,-36,95,4
372,-39,95,6
373,-37,94,5
374,-36,96,5
375,-36,99,4
376,-37,96,3
377,-38,95,5
378,-36,95,4
379,-36,96,6
380,-36,95,4
381,-35,96,3
382,-36,95,2
383,-38,97,5
384,-36,96,6
385,-36,95,3
386,-36,97,6
387,-35,97,5
388,-37,95,7
389,-36,97,5
390,-37,97,8
391,-35,94,6
392,-35,94,7
393,-36,96,4
394,-37,96,4
395,-36,96,5
396,-36,95,4
397,-36,96,4
398,-37,96,5
399,-36,96,6
400,-36,96,6
401,-37,95,6
402,-37,97,7
403,-38,98,5
404,-36,97,5
405,-36,95,4
406,-36,96,4
407,-36,96,7
408,-37,97,5
409,-37,96,5
410,-37,97,6
411,-37,99,7
412,-36,95,2
413,-35,98,3
414,-36,97,7
415,-37,97,5
416,-32,99,7
417,-40,95,-1
418,-39,91,11
419,-40,90,4
420,-38,88,6
421,-40,90,5
422,-42,92,4
423,-39,90,5
424,-39,92,5
425,-36,93,5
426,-40,92,5
427,-37,92,7
428,-40,93,8
429,-38,91,5
430,-39,94,9
431,-37,95,6
432,-38,93,2
433,-36,94,3
434,-37,93,4
435,-37,94,7
436,-38,94,5
437,-38,91,7
438,-39,94,5
439,-41,93,5
440,-37,92,4
441,-39,94,8
442,-38,93,7
443,-39,93,6
444,-38,93,4
445,-40,92,4
446,-36,90,4
447,-41,94,5
448,-37,93,7
449,-40,89,4
450,-37,93,4
451,-38,90,6
452,-38,92,5
453,-37,91,4
454,-36,93,6
455,-38,93,5
456,-38,94,4
457,-39,93,8
458,-37,91,4
459,-40,93,5
460,-39,93,7
461,-38,93,4
462,-38,92,5
463,-40,91,8
464,-39,92,6
465,-39,93,5
466,-40,93,6
467,-39,90,6
468,-39,93,5
469,-40,94,4
470,-40,93,6
471,-38,92,4
472,-38,93,6
473,-38,92,8
474,-40,92,5
475,-40,94,8
476,-38,92,6
477,-37,91,8
478,-38,94,4
479,-38,93,6
480,-40,93,5
481,-37,93,4
482,-39,92,4
483,-38,93,5
484,-39,93,4
485,-38,93,4
486,-37,94,4
487,-38,94,4
488,-39,92,5
489,-39,94,5
490,-41,93,6
491,-38,91,6
492,-39,94,8
493,-39,94,6
494,-38,93,5
495,-39,94,6
496,-39,95,7
497,-39,93,6
498,-37,92,4
499,-37,90,7
500,-38,94,7
501,-39,94,7
502,-37,94,7
503,-38,92,3
504,-39,94,6
505,-38,93,5
506,-40,94,6
507,-40,93,5
508,-38,93,2
509,-40,93,5
510,-39,94,6
511,-38,93,6
512,-39,92,3
513,-38,93,1
514,-38,95,6
515,-38,94,9
516,-41,95,8
517,-38,93,4
518,-41,93,3
519,-37,94,9
520,-39,92,5
521,-37,93,3
522,-37,95,5
523,-37,93,7
524,-39,93,7
525,-37,93,4
526,-40,93,7
527,-40,94,5
528,-38,92,7
529,-38,93,6
530,-37,92,5
531,-39,93,5
532,-40,93,4
533,-40,94,6
534,-38,94,8
535,-40,94,7
536,-36,92,6
537,-39,94,5
538,-38,94,5
539,-39,93,4
540,-39,94,5
541,-38,90,5
542,-39,95,3
543,-40,94,5
544,-38,93,7
545,-39,95,5
546,-38,93,4
547,-38,94,4
548,-40,93,5
549,-39,93,4
550,-38,93,5
551,-38,92,7
552,-38,92,6
553,-39,88,4
554,-40,94,7
555,-38,94,5
556,-38,93,5
557,-40,93,4
558,-39,91,3
559,-39,91,7
560,-41,95,4
561,-39,93,6
562,-38,94,6
563,-40,93,2
564,-40,93,6
565,-37,93,5
566,-40,93,7
567,-40,93,3
568,-38,95,5
569,-38,94,4
570,-41,94,5
571,-37,94,7
572,-39,94,8
573,-36,90,7
574,-38,94,7
575,-38,93,4
576,-38,93,8
577,-37,92,5
578,-38,94,5
579,-39,93,7
580,-39,93,5
581,-37,94,6
582,-36,93,5
583,-38,93,7
584,-36,92,2
585,-38,93,5
586,-37,93,3
587,-36,94,5
588,-40,95,5
589,-38,94,3
590,-38,93,10
591,-37,91,5
592,-37,92,7
593,-37,92,4
594,-37,95,3
595,-38,93,6
596,-40,93,3
597,-41,93,3
598,-38,93,3
599,-36,93,4
600,-39,93,5
601,-37,94,5
602,-40,93,4
603,-38,93,5
604,-36,94,7
605,-38,95,4
606,-38,92,6
607,-38,93,6
608,-36,95,7
609,-38,93,6
610,-39,92,6
611,-41,93,7
612,-39,93,6
613,-36,92,0
614,-37,94,7
615,-37,93,3
616,-38,93,3
617,-36,93,6
618,-38,92,3
619,-38,93,6
620,-37,91,4
621,-38,92,6
622,-38,93,6
623,-40,93,3
624,-40,94,7
625,-38,93,7
626,-39,93,6
627,-39,93,6
628,-37,97,6
629,-36,103,5
630,-28,109,16
631,-34,99,8
632,-29,107,11
633,-36,76,-48
634,-55,69,2
635,-49,71,-2
636,-36,95,14
637,-26,117,13
638,-30,109,2
639,-31,95,-13
640,-36,91,-14
641,-40,80,-13
642,-47,107,20
643,-27,114,49
644,-37,93,0
645,-37,95,5
646,-36,95,3
647,-34,95,9
648,-36,96,4
649,-36,97,5
650,-37,99,3
651,-37,96,5
652,-36,96,7
653,-36,95,6
654,-36,96,4
655,-36,99,5
656,-36,95,6
657,-37,95,5
658,-35,97,5
659,-36,96,5
660,-36,97,4
661,-36,98,4
662,-35,97,6
663,-36,95,5
664,-36,96,5
665,-37,96,4
666,-36,97,7
667,-36,97,5
668,-37,97,5
669,-35,95,5
670,-38,96,6
671,-36,94,4
672,-37,96,7
673,-36,95,4
674,-35,96,5
675,-36,95,8
676,-36,94,9
677,-36,95,5
678,-36,96,4
679,-36,95,2
680,-36,95,4
681,-35,95,5
682,-36,95,3
683,-37,97,4
684,-37,96,4
685,-36,95,5
686,-36,95,7
687,-36,96,4
688,-37,97,4
689,-36,96,5
690,-36,95,4
691,-35,97,3
692,-37,95,4
693,-36,96,4
694,-36,97,6
695,-35,96,4
696,-36,96,5
697,-37,96,5
698,-36,95,5
699,-36,97,5
700,-36,99,4
701,-36,97,6
702,-36,96,3
703,-36,97,6
704,-36,97,7
705,-36,95,5
706,-36,96,3
707,-36,95,7
708,-36,97,6
709,-37,97,5
710,-36,98,5
711,-36,97,7
712,-36,96,4
713,-35,100,9
714,-35,96,5
715,-35,96,4
716,-36,97,2
717,-35,97,6
718,-37,97,5
719,-38,96,6
720,-36,95,5
721,-36,96,5
722,-38,96,6
723,-35,97,6
724,-36,100,5
725,-34,96,6
726,-36,97,5
727,-37,97,3
728,-36,96,5
729,-35,97,6
730,-34,95,3
731,-36,97,6
732,-36,97,5
733,-37,97,4
734,-36,95,5
735,-36,98,5
736,-37,98,7
737,-36,96,5
738,-35,95,4
739,-36,98,6
740,-36,96,3
741,-36,97,6
742,-36,97,7
743,-36,95,9
744,-36,95,3
745,-36,97,5
746,-36,97,5
747,-36,99,6
748,-36,96,6
749,-36,98,5
750,-36,95,5
751,-36,95,4
752,-37,97,3
753,-36,95,4
754,-36,95,7
755,-36,95,4
756,-36,96,4
757,-36,97,5
758,-35,98,4
759,-37,98,4
760,-35,97,6
761,-36,96,4
762,-36,95,4
763,-36,97,5
764,-36,95,4
765,-36,95,4
766,-36,97,4
767,-37,96,6
768,-36,96,4
769,-37,95,3
770,-36,97,4
771,-36,97,5
772,-36,98,4
773,-36,96,2
774,-36,96,5
775,-37,96,5
776,-36,95,6
777,-36,96,5
778,-36,97,3
779,-34,97,3
780,-36,98,6
781,-35,95,4
782,-38,98,4
783,-36,96,7
784,-36,96,5
785,-35,95,5
786,-36,96,4
787,-35,96,5
788,-36,97,4
789,-33,95,2
790,-37,97,6
791,-36,95,6
792,-36,95,6
793,-36,96,2
794,-36,97,5
795,-35,97,1
796,-35,95,5
797,-36,98,4
798,-36,97,6
799,-36,96,5
800,-36,95,5
801,-36,95,4
802,-36,99,4
803,-36,95,4
804,-36,98,5
805,-36,99,6
806,-37,96,3
807,-35,97,5
808,-37,97,4
809,-36,99,4
810,-37,99,3
811,-36,96,5
812,-36,96,4
813,-37,97,3
814,-36,96,3
815,-35,95,8
816,-36,95,4
817,-36,96,6
818,-36,97,4
819,-36,95,7
820,-36,97,6
821,-36,98,3
822,-36,96,5
823,-36,100,5
824,-35,96,5
825,-36,96,3
826,-35,97,6
827,-36,96,3
828,-38,96,6
829,-36,96,6
830,-36,97,6
831,-36,98,5
832,-35,96,3
833,-38,99,5
834,-36,95,6
835,-36,96,6
836,-36,97,5
837,-37,98,5
838,-38,96,5
839,-37,95,3
840,-36,100,6
841,-37,100,3
842,-37,99,7
843,-37,97,5
844,-36,98,4
845,-37,98,5
846,-37,95,4
847,-36,97,6
848,-36,96,4
849,-36,96,6
850,-36,96,6
851,-36,98,4
852,-36,98,5
853,-36,97,7
854,-36,96,6
855,-36,98,6
856,-36,97,3
857,-35,98,5
858,-36,96,4
859,-38,97,4
860,-36,95,3
861,-36,96,4
862,-36,98,4
863,-36,96,3
864,-35,98,6
865,-36,97,3
866,-36,96,4
867,-35,97,5
868,-36,97,6
869,-37,96,2
870,-36,96,5
871,-36,98,5
872,-36,97,4
873,-36,96,5
874,-36,97,8
875,-36,97,5
876,-37,97,4
877,-36,95,2
878,-36,95,6
879,-37,98,6
880,-36,95,4
881,-36,96,4
882,-37,97,5
883,-38,95,5
884,-36,97,8
885,-36,96,3
886,-37,97,3
887,-36,96,6
888,-37,99,6
889,-37,97,4
890,-37,96,5
891,-36,97,8
892,-36,97,3
893,-36,96,3
894,-36,98,6
895,-35,99,5
896,-36,95,6
897,-36,95,6
898,-36,97,3
899,-36,96,8
900,-36,96,6
901,-36,96,6
902,-36,99,6
903,-36,95,5
904,-36,97,6
905,-36,97,3
906,-36,96,4
907,-36,96,7
908,-36,96,3
909,-35,97,3
910,-36,100,5
911,-37,96,3
912,-36,95,4
913,-36,98,4
914,-36,97,5
915,-36,96,0
916,-36,96,5
917,-36,96,6
918,-36,96,5
919,-36,95,6
920,-36,97,5
921,-37,100,5
922,-36,97,4
923,-36,96,5
924,-35,95,3
925,-35,97,4
926,-36,96,3
927,-36,97,4
928,-36,98,6
929,-34,98,4
930,-36,98,6
931,-35,97,5
932,-35,95,7
933,-37,98,4
934,-36,97,4
935,-37,97,3
936,-36,97,2
937,-36,96,4
938,-36,97,3
939,-37,98,7
940,-36,96,5
941,-36,97,5
942,-37,98,5
943,-36,97,4
944,-36,99,5
945,-40,97,5
946,-36,95,6
947,-36,97,7
948,-37,96,4
949,-36,95,5
950,-36,99,5
951,-36,96,7
952,-37,98,3
953,-36,96,5
954,-37,100,3
955,-36,97,5
956,-36,98,5
957,-36,98,3
958,-35,97,3
959,-36,98,7
960,-35,96,3
961,-36,97,4
962,-35,95,5
963,-33,98,5
964,-36,98,5
965,-34,96,2
966,-35,98,5
967,-37,97,3
968,-36,99,5
969,-35,100,4
970,-36,102,3
971,-35,101,6
972,-36,101,4
973,-35,102,5
974,-35,101,8
975,-36,100,4
976,-36,98,3
977,-36,100,5
978,-36,101,7
979,-36,97,4
980,-36,98,4
981,-35,100,3
982,-34,99,4
983,-35,102,6
984,-34,100,7
985,-35,100,3
986,-34,100,3
987,-36,101,7
988,-36,100,4
989,-34,98,7
990,-36,100,5
991,-36,100,9
992,-36,100,5
993,-34,100,6
994,-34,96,5
995,-34,102,8
996,-35,101,5
997,-36,102,5
998,-36,101,6
999,-36,101,5
1000,-35,100,3
1001,-36,102,5
1002,-34,100,5
1003,-36,99,3
1004,-35,101,5
1005,-36,101,3
1006,-35,98,5
1007,-36,100,5
1008,-35,99,5
1009,-36,101,6
1010,-36,101,8
1011,-35,97,3
1012,-36,100,5
1013,-34,99,4
1014,-33,100,1
1015,-35,99,5
1016,-34,99,4
1017,-35,101,4
1018,-34,102,5
1019,-36,99,5
1020,-35,98,5
1021,-35,100,2
1022,-36,98,4
1023,-36,100,5
1024,-36,100,4
1025,-36,99,4
1026,-36,98,5
1027,-36,96,3
1028,-36,98,6
1029,-36,100,4
1030,-36,99,5
1031,-36,99,5
1032,-36,99,4
1033,-36,99,4
1034,-36,99,7
1035,-34,99,7
1036,-35,96,4
1037,-36,97,3
1038,-35,98,6
1039,-36,98,4
1040,-36,99,6
1041,-36,98,5
1042,-36,97,6
1043,-36,97,4
1044,-36,97,7
1045,-35,97,2
1046,-36,96,3
1047,-37,98,5
1048,-36,97,7
1049,-35,99,8
1050,-35,95,5
1051,-36,97,7
1052,-36,98,5
1053,-36,101,5
1054,-36,100,4
1055,-36,97,7
1056,-35,100,2
1057,-35,96,3
1058,-35,97,8
1059,-36,98,5
1060,-35,98,7
1061,-35,99,4
1062,-35,98,1
1063,-35,98,4
1064,-36,101,7
1065,-36,99,1
1066,-34,99,6
1067,-37,100,3
1068,-35,99,6
1069,-36,97,5
1070,-37,96,3
1071,-36,97,4
1072,-35,100,4
1073,-37,99,3
1074,-36,100,4
1075,-36,100,7
1076,-36,98,5
1077,-36,98,8
1078,-36,98,4
1079,-36,100,9
1080,-34,96,6
1081,-36,97,3
1082,-36,99,6
1083,-37,99,6
1084,-35,100,5
1085,-36,97,6
1086,-35,97,7
1087,-36,99,3
1088,-36,99,4
1089,-36,97,4
1090,-35,99,5
1091,-36,98,5
1092,-36,99,4
1093,-35,100,3
1094,-36,100,7
1095,-35,99,5
1096,-36,98,3
1097,-35,99,8
1098,-36,96,5
1099,-37,96,5
1100,-36,96,5
1101,-36,100,3
1102,-34,97,4
1103,-36,97,4
1104,-36,99,4
1105,-36,96,6
1106,-36,96,5
1107,-37,97,8
1108,-36,96,6
1109,-35,98,6
1110,-36,98,6
1111,-36,99,4
1112,-37,96,3
1113,-36,97,4
1114,-35,96,3
1115,-36,97,8
1116,-36,97,4
1117,-36,99,3
1118,-37,99,6
1119,-35,98,6
1120,-36,97,4
1121,-36,99,5
1122,-34,95,4
1123,-34,96,4
1124,-36,99,3
1125,-35,96,6
1126,-36,99,6
1127,-36,97,7
1128,-35,99,7
1129,-35,100,5
1130,-36,97,5
1131,-36,98,7
1132,-36,97,6
1133,-35,97,5
1134,-36,96,5
1135,-36,98,4
1136,-36,96,4
1137,-35,97,3
1138,-36,99,5
1139,-35,99,4
1140,-36,101,6
1141,-35,100,4
1142,-37,97,5
1143,-36,96,5
1144,-36,98,2
1145,-36,98,4
1146,-35,97,3
1147,-36,98,2
1148,-35,98,7
1149,-36,99,8
1150,-34,95,5
1151,-36,99,6
1152,-36,97,2
1153,-38,100,4
1154,-35,97,4
1155,-34,98,4
1156,-36,97,5
1157,-36,98,5
1158,-37,99,5
1159,-36,96,6
1160,-34,100,6
1161,-35,98,5
1162,-35,99,7
1163,-36,100,6
1164,-36,98,3
1165,-36,100,5
1166,-36,97,4
1167,-35,100,3
1168,-34,97,6
1169,-36,98,3
1170,-36,98,4
1171,-36,99,8
1172,-36,99,5
1173,-36,99,3
1174,-36,100,8
1175,-35,98,5
1176,-35,99,4
1177,-36,99,4
1178,-36,100,6
1179,-36,98,6
1180,-34,98,7
1181,-33,97,4
1182,-36,98,4
1183,-36,98,5
1184,-36,96,6
1185,-34,98,2
1186,-36,98,2
1187,-36,98,5
1188,-36,98,5
1189,-36,96,1
1190,-35,97,3
1191,-36,99,3
1192,-36,99,4
1193,-36,97,4
1194,-36,99,5
1195,-34,99,4
1196,-36,102,2
1197,-36,98,5
1198,-36,99,5
1199,-36,100,2
1200,-35,98,4
1201,-35,97,3
1202,-37,100,6
1203,-36,97,4
1204,-36,99,4
1205,-36,98,4
1206,-35,98,6
1207,-36,96,5
1208,-36,100,5
1209,-36,101,6
1210,-34,98,8
1211,-35,97,5
1212,-36,98,6
1213,-35,97,4
1214,-36,101,7
1215,-35,98,6
1216,-36,99,3
1217,-34,99,4
1218,-35,99,6
1219,-36,99,7
1220,-36,97,4
1221,-36,98,4
1222,-33,99,5
1223,-36,99,5
1224,-36,98,3
1225,-36,99,4
1226,-34,97,6
1227,-35,101,5
1228,-36,97,3
1229,-36,100,3
1230,-36,97,4
1231,-36,99,3
1232,-37,100,5
1233,-36,97,4
1234,-36,96,7
1235,-36,98,7
1236,-35,99,3
1237,-35,100,6
1238,-34,100,4
1239,-34,96,3
1240,-35,96,4
1241,-36,100,7
1242,-37,97,5
1243,-35,99,7
1244,-36,100,3
1245,-36,98,6
1246,-35,97,6
1247,-35,99,5
1248,-36,100,4
1249,-36,100,7
1250,-35,97,3
1251,-36,97,4
1252,-36,97,5
1253,-36,99,5
1254,-36,97,6
1255,-35,98,3
1256,-36,101,5
1257,-36,98,5
1258,-35,99,5
1259,-35,97,6
1260,-36,99,7
1261,-36,99,4
1262,-36,99,6
1263,-33,97,4
1264,-36,97,3
1265,-35,100,6
1266,-38,99,6
1267,-36,96,4
1268,-36,97,6
1269,-35,98,5
1270,-35,97,6
1271,-35,98,6
1272,-36,98,2
1273,-36,97,4
1274,-37,98,5
1275,-36,97,5
1276,-36,100,3
1277,-35,98,5
1278,-34,98,3
1279,-34,100,6
1280,-36,97,4
1281,-36,98,7
1282,-36,97,4
1283,-36,99,6
1284,-36,98,4
1285,-35,98,6
1286,-35,99,5
1287,-36,101,7
1288,-37,100,6
1289,-35,98,9
1290,-34,100,6
1291,-36,98,7
1292,-36,99,5
1293,-37,100,5
1294,-34,96,3
1295,-36,100,4
1296,-34,100,6
1297,-34,97,4
1298,-37,99,5
1299,-37,98,4
1300,-36,99,6
1301,-35,98,5
1302,-36,96,6
1303,-37,99,7
1304,-36,100,2
1305,-36,98,6
1306,-35,100,7
1307,-36,100,8
1308,-35,98,4
1309,-35,99,3
1310,-36,98,6
1311,-36,98,5
1312,-34,98,6
1313,-34,98,6
1314,-36,101,5
1315,-35,99,2
1316,-34,100,8
1317,-36,101,5
1318,-35,99,5
1319,-36,99,4
1320,-36,99,4
1321,-36,97,1
1322,-36,101,5
1323,-37,100,5
1324,-37,98,4
1325,-36,97,8
1326,-36,99,4
1327,-36,99,6
1328,-35,100,4
1329,-36,99,3
1330,-36,100,3
1331,-37,98,5
1332,-36,97,4
1333,-36,97,4
1334,-36,98,6
1335,-35,98,3
1336,-36,98,3
1337,-36,98,3
1338,-34,98,5
1339,-36,97,6
1340,-35,100,3
1341,-36,98,5
1342,-35,97,5
1343,-36,98,5
1344,-36,97,4
1345,-34,96,5
1346,-36,99,3
1347,-35,99,6
1348,-36,98,3
1349,-36,100,4
1350,-35,97,6
1351,-36,97,6
1352,-34,98,4
1353,-35,98,9
1354,-36,101,8
1355,-35,97,5
1356,-36,100,3
1357,-35,98,4
1358,-36,97,3
1359,-36,100,7
1360,-34,98,8
1361,-34,97,6
1362,-36,96,3
1363,-35,100,5
1364,-35,98,7
1365,-36,99,6
1366,-36,99,4
1367,-36,99,5
1368,-36,98,5
1369,-37,101,3
1370,-36,100,6
1371,-36,100,6
1372,-36,98,5
1373,-36,99,6
1374,-35,96,5
1375,-36,98,4
1376,-36,101,10
1377,-36,100,6
1378,-36,96,6
1379,-31,101,13
1380,-37,87,1
1381,-32,95,5
1382,-38,98,6
1383,-36,99,4
1384,-38,97,5
1385,-37,98,7
1386,-36,95,8
1387,-36,95,6
1388,-37,96,6
1389,-36,97,5
1390,-36,96,4
1391,-37,99,6
1392,-38,100,5
1393,-37,98,3
1394,-36,97,5
1395,-36,97,5
1396,-36,97,5
1397,-36,97,3
1398,-36,97,6
1399,-38,97,4
1400,-36,96,5
1401,-37,98,1
1402,-38,97,5
1403,-36,95,5
1404,-36,95,6
1405,-38,97,5
1406,-36,99,6
1407,-36,97,5
1408,-36,99,3
1409,-37,98,3
1410,-37,97,3
1411,-38,96,4
1412,-36,96,5
1413,-38,96,8
1414,-38,96,5
1415,-36,97,5
1416,-36,97,6
1417,-37,97,5
1418,-36,98,6
1419,-37,96,4
1420,-37,97,5
1421,-37,96,3
1422,-37,96,4
1423,-37,95,6
1424,-37,99,5
1425,-37,98,5
1426,-36,96,6
1427,-34,99,4
1428,-34,95,1
1429,-35,99,4
1430,-35,95,0
1431,-36,95,5
1432,-33,96,2
1433,-35,96,1
1434,-32,99,1
1435,-35,99,4
1436,-36,97,2
1437,-35,95,-1
1438,-36,96,3
1439,-34,96,1
1440,-34,97,-2
1441,-34,98,-2
1442,-34,95,3
1443,-34,99,1
1444,-33,95,-4
1445,-34,96,0
1446,-34,98,4
1447,-34,97,4
1448,-36,98,2
1449,-36,98,1
1450,-34,95,-2
1451,-36,98,1
1452,-31,100,-3
1453,-34,96,3
1454,-36,96,-2
1455,-34,99,-1
1456,-37,98,6
1457,-35,98,5
1458,-36,97,-3
1459,-36,95,4
1460,-37,97,4
1461,-37,99,3
1462,-35,98,0
1463,-36,100,5
1464,-37,97,6
1465,-36,96,3
1466,-36,98,5
1467,-37,98,3
1468,-37,96,5
1469,-36,100,3
1470,-37,96,6
1471,-36,94,-2
1472,-36,96,1
1473,-36,96,3
1474,-37,99,5
1475,-38,96,4
1476,-36,98,5
1477,-37,98,9
